authorYear,study,designType,cluster,case,phase,session,outcome,complexityMeasure
Jitendra et al. (1999),5,multiProbe,1,4,A,12,32,combinedType
Jitendra et al. (1999),5,multiProbe,1,4,B,15,85,combinedType
Jitendra et al. (1999),5,multiProbe,1,4,B,16,49,combinedType
Jitendra et al. (1999),5,multiProbe,1,4,B,17,83,combinedType
Jitendra et al. (1999),5,multiProbe,1,4,B,20,100,combinedType
Jitendra et al. (1999),5,multiProbe,1,4,B,21,91,combinedType
Jitendra et al. (1999),5,multiProbe,1,4,M,24,100,combinedType
Jitendra et al. (1999),5,multiProbe,1,4,M,25,60,combinedType
Jitendra et al. (1999),5,multiProbe,2,1,A,1,51,combinedType
Jitendra et al. (1999),5,multiProbe,2,1,A,2,36,combinedType
Jitendra et al. (1999),5,multiProbe,2,1,A,3,24,combinedType
Jitendra et al. (1999),5,multiProbe,2,1,B,6,48,generalization
Jitendra et al. (1999),5,multiProbe,2,1,B,7,61,generalization
Jitendra et al. (1999),5,multiProbe,2,1,B,8,99,generalization
Jitendra et al. (1999),5,multiProbe,2,1,B,11,68,combinedType
Jitendra et al. (1999),5,multiProbe,2,1,B,12,98,combinedType
Jitendra et al. (1999),5,multiProbe,2,1,M,15,80,combinedType
Jitendra et al. (1999),5,multiProbe,2,1,M,16,98,combinedType
Jitendra et al. (1999),5,multiProbe,2,2,A,1,37,combinedType
Jitendra et al. (1999),5,multiProbe,2,2,A,4,13,combinedType
Jitendra et al. (1999),5,multiProbe,2,2,A,6,24,combinedType
Jitendra et al. (1999),5,multiProbe,2,2,B,9,48,generalization
Jitendra et al. (1999),5,multiProbe,2,2,B,10,82,generalization
Jitendra et al. (1999),5,multiProbe,2,2,B,11,87,generalization
Jitendra et al. (1999),5,multiProbe,2,2,B,14,87,combinedType
Jitendra et al. (1999),5,multiProbe,2,2,B,15,87,combinedType
Jitendra et al. (1999),5,multiProbe,2,2,M,18,60,combinedType
Jitendra et al. (1999),5,multiProbe,2,2,M,19,90,combinedType
Jitendra et al. (1999),5,multiProbe,2,3,A,1,0,combinedType
Jitendra et al. (1999),5,multiProbe,2,3,A,3,0,combinedType
Jitendra et al. (1999),5,multiProbe,2,3,A,6,12,combinedType
Jitendra et al. (1999),5,multiProbe,2,3,A,9,0,combinedType
Jitendra et al. (1999),5,multiProbe,2,3,B,12,1,generalization
Jitendra et al. (1999),5,multiProbe,2,3,B,13,1,generalization
Jitendra et al. (1999),5,multiProbe,2,3,B,14,25,generalization
Jitendra et al. (1999),5,multiProbe,2,3,B,15,0,generalization
Jitendra et al. (1999),5,multiProbe,2,3,B,18,87,combinedType
Jitendra et al. (1999),5,multiProbe,2,3,B,19,100,combinedType
Jitendra et al. (1999),5,multiProbe,2,3,M,22,60,combinedType
Jitendra et al. (1999),5,multiProbe,2,3,M,23,60,combinedType
Jitendra et al. (1999),5,multiProbe,2,4,A,1,1,combinedType
Jitendra et al. (1999),5,multiProbe,2,4,A,6,1,combinedType
Jitendra et al. (1999),5,multiProbe,2,4,A,12,1,combinedType
Jitendra et al. (1999),5,multiProbe,2,4,B,15,24,generalization
Jitendra et al. (1999),5,multiProbe,2,4,B,16,19,generalization
Jitendra et al. (1999),5,multiProbe,2,4,B,17,36,generalization
Jitendra et al. (1999),5,multiProbe,2,4,B,20,74,combinedType
Jitendra et al. (1999),5,multiProbe,2,4,B,21,80,combinedType
Jitendra et al. (1999),5,multiProbe,2,4,M,24,74,combinedType
Jitendra et al. (1999),5,multiProbe,2,4,M,25,99,combinedType
Jitendra et al. (2002),6,multiProbe,1,1,A,1,33,combinedType
Jitendra et al. (2002),6,multiProbe,1,1,A,2,50,combinedType
Jitendra et al. (2002),6,multiProbe,1,1,A,3,50,combinedType
Jitendra et al. (2002),6,multiProbe,1,1,B,5,100,singleType
Jitendra et al. (2002),6,multiProbe,1,1,B,6,100,singleType
Jitendra et al. (2002),6,multiProbe,1,1,B,7,100,singleType
Jitendra et al. (2002),6,multiProbe,1,1,B,9,67,combinedType
Jitendra et al. (2002),6,multiProbe,1,1,B,10,50,combinedType
Jitendra et al. (2002),6,multiProbe,1,1,B,12,100,singleType
Jitendra et al. (2002),6,multiProbe,1,1,B,13,100,singleType
Jitendra et al. (2002),6,multiProbe,1,1,B,14,100,singleType
Jitendra et al. (2002),6,multiProbe,1,1,B,16,100,combinedType
Jitendra et al. (2002),6,multiProbe,1,1,B,17,100,combinedType
Jitendra et al. (2002),6,multiProbe,1,1,B,18,100,combinedType
Jitendra et al. (2002),6,multiProbe,1,1,M,31,100,combinedType
Jitendra et al. (2002),6,multiProbe,1,1,M,43,100,combinedType
Jitendra et al. (2002),6,multiProbe,1,1,M,46,83,combinedType
Jitendra et al. (2002),6,multiProbe,1,1,M,49,100,combinedType
Jitendra et al. (2002),6,multiProbe,1,2,A,1,33,combinedType
Jitendra et al. (2002),6,multiProbe,1,2,A,2,50,combinedType
Jitendra et al. (2002),6,multiProbe,1,2,A,3,67,combinedType
Jitendra et al. (2002),6,multiProbe,1,2,A,4,67,combinedType
Jitendra et al. (2002),6,multiProbe,1,2,A,16,67,combinedType
Jitendra et al. (2002),6,multiProbe,1,2,A,17,50,combinedType
Jitendra et al. (2002),6,multiProbe,1,2,A,18,17,combinedType
Jitendra et al. (2002),6,multiProbe,1,2,B,19,100,singleType
Jitendra et al. (2002),6,multiProbe,1,2,B,20,100,singleType
Jitendra et al. (2002),6,multiProbe,1,2,B,21,100,singleType
Jitendra et al. (2002),6,multiProbe,1,2,B,23,67,combinedType
Jitendra et al. (2002),6,multiProbe,1,2,B,24,50,combinedType
Jitendra et al. (2002),6,multiProbe,1,2,B,26,100,singleType
Jitendra et al. (2002),6,multiProbe,1,2,B,27,100,singleType
Jitendra et al. (2002),6,multiProbe,1,2,B,28,100,singleType
Jitendra et al. (2002),6,multiProbe,1,2,B,30,100,combinedType
Jitendra et al. (2002),6,multiProbe,1,2,B,31,100,combinedType
Jitendra et al. (2002),6,multiProbe,1,2,M,35,100,combinedType
Jitendra et al. (2002),6,multiProbe,1,2,M,37,100,combinedType
Jitendra et al. (2002),6,multiProbe,1,2,M,44,83,combinedType
Jitendra et al. (2002),6,multiProbe,1,2,M,48,100,combinedType
Jitendra et al. (2002),6,multiProbe,1,2,M,49,100,combinedType
Jitendra et al. (2002),6,multiProbe,1,3,A,1,33,combinedType
Jitendra et al. (2002),6,multiProbe,1,3,A,2,50,combinedType
Jitendra et al. (2002),6,multiProbe,1,3,A,3,50,combinedType
Jitendra et al. (2002),6,multiProbe,1,3,A,30,33,combinedType
Jitendra et al. (2002),6,multiProbe,1,3,A,31,17,combinedType
Jitendra et al. (2002),6,multiProbe,1,3,B,32,100,singleType
Jitendra et al. (2002),6,multiProbe,1,3,B,33,100,singleType
Jitendra et al. (2002),6,multiProbe,1,3,B,34,100,singleType
Jitendra et al. (2002),6,multiProbe,1,3,B,36,67,combinedType
Jitendra et al. (2002),6,multiProbe,1,3,B,37,50,combinedType
Jitendra et al. (2002),6,multiProbe,1,3,B,39,100,singleType
Jitendra et al. (2002),6,multiProbe,1,3,B,40,100,singleType
Jitendra et al. (2002),6,multiProbe,1,3,B,41,100,singleType
Jitendra et al. (2002),6,multiProbe,1,3,B,43,100,combinedType
Jitendra et al. (2002),6,multiProbe,1,3,B,44,100,combinedType
Jitendra et al. (2002),6,multiProbe,1,3,M,47,100,combinedType
Jitendra et al. (2002),6,multiProbe,1,3,M,49,100,combinedType
Jitendra et al. (2002),6,multiProbe,1,4,A,35,33,combinedType
Jitendra et al. (2002),6,multiProbe,1,4,A,36,33,combinedType
Jitendra et al. (2002),6,multiProbe,1,4,A,37,50,combinedType
Jitendra et al. (2002),6,multiProbe,1,4,A,38,0,combinedType
Jitendra et al. (2002),6,multiProbe,1,4,B,39,100,singleType
Jitendra et al. (2002),6,multiProbe,1,4,B,40,100,singleType
Jitendra et al. (2002),6,multiProbe,1,4,B,41,100,singleType
Jitendra et al. (2002),6,multiProbe,1,4,B,43,67,combinedType
Jitendra et al. (2002),6,multiProbe,1,4,B,44,50,combinedType
Jitendra et al. (2002),6,multiProbe,1,4,B,46,100,singleType
Jitendra et al. (2002),6,multiProbe,1,4,B,47,100,singleType
Jitendra et al. (2002),6,multiProbe,1,4,B,48,100,singleType
Jitendra et al. (2002),6,multiProbe,1,4,B,50,100,combinedType
Jitendra et al. (2002),6,multiProbe,1,4,B,51,100,combinedType
Jitendra & Hoff (1996),7,multiProbe,1,1,A,1,20,combinedType
Jitendra & Hoff (1996),7,multiProbe,1,1,A,2,10,combinedType
Jitendra & Hoff (1996),7,multiProbe,1,1,A,3,30,combinedType
Jitendra & Hoff (1996),7,multiProbe,1,1,B,4,100,singleType
Jitendra & Hoff (1996),7,multiProbe,1,1,B,5,87,singleType
Jitendra & Hoff (1996),7,multiProbe,1,1,B,6,99,singleType
Jitendra & Hoff (1996),7,multiProbe,1,1,B,7,87,combinedType
Jitendra & Hoff (1996),7,multiProbe,1,1,B,8,99,combinedType
Jitendra & Hoff (1996),7,multiProbe,1,1,B,9,99,combinedType
Jitendra & Hoff (1996),7,multiProbe,1,1,B,10,42,combinedType
Jitendra & Hoff (1996),7,multiProbe,1,1,B,11,100,singleType
Jitendra & Hoff (1996),7,multiProbe,1,1,B,12,86,singleType
Jitendra & Hoff (1996),7,multiProbe,1,1,B,13,98,singleType
Jitendra & Hoff (1996),7,multiProbe,1,1,B,14,98,combinedType
Jitendra & Hoff (1996),7,multiProbe,1,1,B,15,99,combinedType
Jitendra & Hoff (1996),7,multiProbe,1,1,B,16,94,combinedType
Jitendra & Hoff (1996),7,multiProbe,1,1,B,17,95,combinedType
Jitendra & Hoff (1996),7,multiProbe,1,1,B,18,79,combinedType
Jitendra & Hoff (1996),7,multiProbe,1,1,M,19,75,combinedType
Jitendra & Hoff (1996),7,multiProbe,1,1,M,20,65,combinedType
Jitendra & Hoff (1996),7,multiProbe,1,2,A,1,25,combinedType
Jitendra & Hoff (1996),7,multiProbe,1,2,A,2,25,combinedType
Jitendra & Hoff (1996),7,multiProbe,1,2,A,3,40,combinedType
Jitendra & Hoff (1996),7,multiProbe,1,2,B,4,100,singleType
Jitendra & Hoff (1996),7,multiProbe,1,2,B,5,88,singleType
Jitendra & Hoff (1996),7,multiProbe,1,2,B,6,50,singleType
Jitendra & Hoff (1996),7,multiProbe,1,2,B,7,100,combinedType
Jitendra & Hoff (1996),7,multiProbe,1,2,B,8,100,combinedType
Jitendra & Hoff (1996),7,multiProbe,1,2,B,10,44,combinedType
Jitendra & Hoff (1996),7,multiProbe,1,2,B,16,100,singleType
Jitendra & Hoff (1996),7,multiProbe,1,2,B,17,100,singleType
Jitendra & Hoff (1996),7,multiProbe,1,2,B,18,75,singleType
Jitendra & Hoff (1996),7,multiProbe,1,2,B,19,100,combinedType
Jitendra & Hoff (1996),7,multiProbe,1,2,B,20,100,combinedType
Jitendra & Hoff (1996),7,multiProbe,1,2,B,21,89,combinedType
Jitendra & Hoff (1996),7,multiProbe,1,2,B,22,56,combinedType
Jitendra & Hoff (1996),7,multiProbe,1,2,B,23,94,combinedType
Jitendra & Hoff (1996),7,multiProbe,1,2,M,24,80,combinedType
Jitendra & Hoff (1996),7,multiProbe,1,2,M,25,95,combinedType
Jitendra & Hoff (1996),7,multiProbe,1,3,A,1,35,combinedType
Jitendra & Hoff (1996),7,multiProbe,1,3,A,2,20,combinedType
Jitendra & Hoff (1996),7,multiProbe,1,3,A,3,28,combinedType
Jitendra & Hoff (1996),7,multiProbe,1,3,B,4,100,singleType
Jitendra & Hoff (1996),7,multiProbe,1,3,B,5,100,singleType
Jitendra & Hoff (1996),7,multiProbe,1,3,B,6,67,singleType
Jitendra & Hoff (1996),7,multiProbe,1,3,B,7,100,combinedType
Jitendra & Hoff (1996),7,multiProbe,1,3,B,8,100,combinedType
Jitendra & Hoff (1996),7,multiProbe,1,3,B,10,38,combinedType
Jitendra & Hoff (1996),7,multiProbe,1,3,B,21,89,singleType
Jitendra & Hoff (1996),7,multiProbe,1,3,B,22,86,singleType
Jitendra & Hoff (1996),7,multiProbe,1,3,B,23,99,singleType
Jitendra & Hoff (1996),7,multiProbe,1,3,B,24,99,combinedType
Jitendra & Hoff (1996),7,multiProbe,1,3,B,25,100,combinedType
Jitendra & Hoff (1996),7,multiProbe,1,3,B,26,87,combinedType
Jitendra & Hoff (1996),7,multiProbe,1,3,B,27,87,combinedType
Jitendra & Hoff (1996),7,multiProbe,1,3,B,28,94,combinedType
Jitendra & Hoff (1996),7,multiProbe,1,3,M,29,75,combinedType
Jitendra & Hoff (1996),7,multiProbe,1,3,M,30,87,combinedType
Liu & Xin (2017),8,multiBase,1,1,A,1,33,combinedType
Liu & Xin (2017),8,multiBase,1,1,A,2,25,combinedType
Liu & Xin (2017),8,multiBase,1,1,A,3,42,combinedType
Liu & Xin (2017),8,multiBase,1,1,A,4,17,combinedType
Liu & Xin (2017),8,multiBase,1,1,A,5,0,combinedType
Liu & Xin (2017),8,multiBase,1,1,B,6,58,combinedType
Liu & Xin (2017),8,multiBase,1,1,B,7,42,combinedType
Liu & Xin (2017),8,multiBase,1,1,B,8,50,combinedType
Liu & Xin (2017),8,multiBase,1,1,B,9,58,combinedType
Liu & Xin (2017),8,multiBase,1,1,B,10,67,combinedType
Liu & Xin (2017),8,multiBase,1,1,B,11,75,combinedType
Liu & Xin (2017),8,multiBase,1,1,B,12,75,combinedType
Liu & Xin (2017),8,multiBase,1,1,B,13,83,combinedType
Liu & Xin (2017),8,multiBase,1,1,B,14,83,combinedType
Liu & Xin (2017),8,multiBase,1,1,B,15,50,combinedType
Liu & Xin (2017),8,multiBase,1,1,M,18,67,combinedType
Liu & Xin (2017),8,multiBase,1,1,M,19,50,combinedType
Liu & Xin (2017),8,multiBase,1,1,M,20,83,combinedType
Liu & Xin (2017),8,multiBase,1,2,A,1,0,combinedType
Liu & Xin (2017),8,multiBase,1,2,A,3,0,combinedType
Liu & Xin (2017),8,multiBase,1,2,A,4,0,combinedType
Liu & Xin (2017),8,multiBase,1,2,A,5,8,combinedType
Liu & Xin (2017),8,multiBase,1,2,A,6,0,combinedType
Liu & Xin (2017),8,multiBase,1,2,B,7,42,combinedType
Liu & Xin (2017),8,multiBase,1,2,B,8,33,combinedType
Liu & Xin (2017),8,multiBase,1,2,B,9,67,combinedType
Liu & Xin (2017),8,multiBase,1,2,B,10,58,combinedType
Liu & Xin (2017),8,multiBase,1,2,B,11,75,combinedType
Liu & Xin (2017),8,multiBase,1,2,B,12,75,combinedType
Liu & Xin (2017),8,multiBase,1,2,B,13,83,combinedType
Liu & Xin (2017),8,multiBase,1,2,B,14,75,combinedType
Liu & Xin (2017),8,multiBase,1,2,B,15,75,combinedType
Liu & Xin (2017),8,multiBase,1,2,B,16,58,combinedType
Liu & Xin (2017),8,multiBase,1,2,B,17,67,combinedType
Liu & Xin (2017),8,multiBase,1,2,M,19,50,combinedType
Liu & Xin (2017),8,multiBase,1,2,M,20,75,combinedType
Liu & Xin (2017),8,multiBase,1,2,M,21,83,combinedType
Liu & Xin (2017),8,multiBase,1,3,A,1,0,combinedType
Liu & Xin (2017),8,multiBase,1,3,A,3,0,combinedType
Liu & Xin (2017),8,multiBase,1,3,A,5,0,combinedType
Liu & Xin (2017),8,multiBase,1,3,A,6,0,combinedType
Liu & Xin (2017),8,multiBase,1,3,A,7,0,combinedType
Liu & Xin (2017),8,multiBase,1,3,B,8,25,combinedType
Liu & Xin (2017),8,multiBase,1,3,B,9,33,combinedType
Liu & Xin (2017),8,multiBase,1,3,B,10,8,combinedType
Liu & Xin (2017),8,multiBase,1,3,B,11,42,combinedType
Liu & Xin (2017),8,multiBase,1,3,B,12,42,combinedType
Liu & Xin (2017),8,multiBase,1,3,B,13,42,combinedType
Liu & Xin (2017),8,multiBase,1,3,B,14,42,combinedType
Liu & Xin (2017),8,multiBase,1,3,B,15,75,combinedType
Liu & Xin (2017),8,multiBase,1,3,B,16,83,combinedType
Liu & Xin (2017),8,multiBase,1,3,B,17,100,combinedType
Liu & Xin (2017),8,multiBase,1,3,B,18,75,combinedType
Liu & Xin (2017),8,multiBase,1,3,B,19,75,combinedType
Liu & Xin (2017),8,multiBase,1,3,B,20,83,combinedType
Liu & Xin (2017),8,multiBase,1,3,B,21,83,combinedType
Liu & Xin (2017),8,multiBase,1,3,B,22,83,combinedType
Liu & Xin (2017),8,multiBase,1,3,B,23,75,combinedType
Liu & Xin (2017),8,multiBase,1,3,B,24,83,combinedType
Liu & Xin (2017),8,multiBase,1,3,M,27,83,combinedType
Liu & Xin (2017),8,multiBase,1,3,M,28,50,combinedType
Liu & Xin (2017),8,multiBase,1,3,M,29,58,combinedType
Liu & Xin (2017),8,multiBase,2,1,A,1,50,combinedType
Liu & Xin (2017),8,multiBase,2,1,A,2,42,combinedType
Liu & Xin (2017),8,multiBase,2,1,A,3,67,combinedType
Liu & Xin (2017),8,multiBase,2,1,A,4,25,combinedType
Liu & Xin (2017),8,multiBase,2,1,A,5,33,combinedType
Liu & Xin (2017),8,multiBase,2,1,B,6,100,combinedType
Liu & Xin (2017),8,multiBase,2,1,B,7,67,combinedType
Liu & Xin (2017),8,multiBase,2,1,B,8,83,combinedType
Liu & Xin (2017),8,multiBase,2,1,B,9,75,combinedType
Liu & Xin (2017),8,multiBase,2,1,B,10,75,combinedType
Liu & Xin (2017),8,multiBase,2,1,B,11,100,combinedType
Liu & Xin (2017),8,multiBase,2,1,B,12,100,combinedType
Liu & Xin (2017),8,multiBase,2,1,B,13,100,combinedType
Liu & Xin (2017),8,multiBase,2,1,B,14,100,combinedType
Liu & Xin (2017),8,multiBase,2,1,B,15,100,combinedType
Liu & Xin (2017),8,multiBase,2,1,M,18,100,combinedType
Liu & Xin (2017),8,multiBase,2,1,M,19,100,combinedType
Liu & Xin (2017),8,multiBase,2,1,M,20,100,combinedType
Liu & Xin (2017),8,multiBase,2,2,A,3,50,combinedType
Liu & Xin (2017),8,multiBase,2,2,A,4,25,combinedType
Liu & Xin (2017),8,multiBase,2,2,A,5,33,combinedType
Liu & Xin (2017),8,multiBase,2,2,A,6,33,combinedType
Liu & Xin (2017),8,multiBase,2,2,B,7,83,combinedType
Liu & Xin (2017),8,multiBase,2,2,B,8,67,combinedType
Liu & Xin (2017),8,multiBase,2,2,B,9,100,combinedType
Liu & Xin (2017),8,multiBase,2,2,B,10,100,combinedType
Liu & Xin (2017),8,multiBase,2,2,B,11,100,combinedType
Liu & Xin (2017),8,multiBase,2,2,B,12,92,combinedType
Liu & Xin (2017),8,multiBase,2,2,B,13,100,combinedType
Liu & Xin (2017),8,multiBase,2,2,B,14,100,combinedType
Liu & Xin (2017),8,multiBase,2,2,B,15,100,combinedType
Liu & Xin (2017),8,multiBase,2,2,B,16,83,combinedType
Liu & Xin (2017),8,multiBase,2,2,B,17,100,combinedType
Liu & Xin (2017),8,multiBase,2,2,M,19,100,combinedType
Liu & Xin (2017),8,multiBase,2,2,M,20,100,combinedType
Liu & Xin (2017),8,multiBase,2,2,M,21,100,combinedType
Liu & Xin (2017),8,multiBase,2,3,A,5,8,combinedType
Liu & Xin (2017),8,multiBase,2,3,A,6,0,combinedType
Liu & Xin (2017),8,multiBase,2,3,A,7,0,combinedType
Liu & Xin (2017),8,multiBase,2,3,B,8,33,combinedType
Liu & Xin (2017),8,multiBase,2,3,B,9,67,combinedType
Liu & Xin (2017),8,multiBase,2,3,B,10,67,combinedType
Liu & Xin (2017),8,multiBase,2,3,B,11,83,combinedType
Liu & Xin (2017),8,multiBase,2,3,B,12,100,combinedType
Liu & Xin (2017),8,multiBase,2,3,B,13,100,combinedType
Liu & Xin (2017),8,multiBase,2,3,B,14,67,combinedType
Liu & Xin (2017),8,multiBase,2,3,B,15,100,combinedType
Liu & Xin (2017),8,multiBase,2,3,B,16,100,combinedType
Liu & Xin (2017),8,multiBase,2,3,B,17,100,combinedType
Liu & Xin (2017),8,multiBase,2,3,B,18,100,combinedType
Liu & Xin (2017),8,multiBase,2,3,B,19,100,combinedType
Liu & Xin (2017),8,multiBase,2,3,B,20,83,combinedType
Liu & Xin (2017),8,multiBase,2,3,B,21,100,combinedType
Liu & Xin (2017),8,multiBase,2,3,B,22,100,combinedType
Liu & Xin (2017),8,multiBase,2,3,B,23,100,combinedType
Liu & Xin (2017),8,multiBase,2,3,B,24,100,combinedType
Liu & Xin (2017),8,multiBase,2,3,M,27,100,combinedType
Liu & Xin (2017),8,multiBase,2,3,M,28,100,combinedType
Liu & Xin (2017),8,multiBase,2,3,M,29,100,combinedType
Maccini & Hughes (2000),9,multiProbe,1,1,A,1,3,singleType
Maccini & Hughes (2000),9,multiProbe,1,1,A,4,3,singleType
Maccini & Hughes (2000),9,multiProbe,1,1,A,7,61,singleType
Maccini & Hughes (2000),9,multiProbe,1,1,A,11,3,singleType
Maccini & Hughes (2000),9,multiProbe,1,1,B,15,99,singleType
Maccini & Hughes (2000),9,multiProbe,1,1,B,23,98,singleType
Maccini & Hughes (2000),9,multiProbe,1,1,B,26,89,singleType
Maccini & Hughes (2000),9,multiProbe,1,1,B,33,100,singleType
Maccini & Hughes (2000),9,multiProbe,1,1,B,38,100,singleType
Maccini & Hughes (2000),9,multiProbe,1,1,B,46,91,singleType
Maccini & Hughes (2000),9,multiProbe,1,1,B,54,83,generalization
Maccini & Hughes (2000),9,multiProbe,1,1,B,62,50,generalization
Maccini & Hughes (2000),9,multiProbe,1,2,A,1,73,singleType
Maccini & Hughes (2000),9,multiProbe,1,2,A,4,73,singleType
Maccini & Hughes (2000),9,multiProbe,1,2,A,7,14,singleType
Maccini & Hughes (2000),9,multiProbe,1,2,A,9,100,singleType
Maccini & Hughes (2000),9,multiProbe,1,2,A,14,49,singleType
Maccini & Hughes (2000),9,multiProbe,1,2,B,40,91,singleType
Maccini & Hughes (2000),9,multiProbe,1,2,B,53,100,singleType
Maccini & Hughes (2000),9,multiProbe,1,2,B,57,82,singleType
Maccini & Hughes (2000),9,multiProbe,1,2,B,64,83,singleType
Maccini & Hughes (2000),9,multiProbe,1,2,B,67,91,singleType
Maccini & Hughes (2000),9,multiProbe,1,2,B,73,100,singleType
Maccini & Hughes (2000),9,multiProbe,1,2,B,80,61,generalization
Maccini & Hughes (2000),9,multiProbe,1,2,B,87,39,generalization
Maccini & Hughes (2000),9,multiProbe,1,3,A,1,50,singleType
Maccini & Hughes (2000),9,multiProbe,1,3,A,4,75,singleType
Maccini & Hughes (2000),9,multiProbe,1,3,A,8,18,singleType
Maccini & Hughes (2000),9,multiProbe,1,3,A,13,18,singleType
Maccini & Hughes (2000),9,multiProbe,1,3,A,17,20,singleType
Maccini & Hughes (2000),9,multiProbe,1,3,B,87,98,singleType
Maccini & Hughes (2000),9,multiProbe,1,3,B,98,98,singleType
Maccini & Hughes (2000),9,multiProbe,1,3,B,102,90,singleType
Maccini & Hughes (2000),9,multiProbe,1,3,B,109,82,singleType
Maccini & Hughes (2000),9,multiProbe,1,3,B,113,81,singleType
Maccini & Hughes (2000),9,multiProbe,1,3,B,119,100,singleType
Maccini & Hughes (2000),9,multiProbe,1,3,B,123,60,generalization
Maccini & Hughes (2000),9,multiProbe,1,3,B,129,65,generalization
Maccini & Hughes (2000),9,multiProbe,1,4,A,1,11,singleType
Maccini & Hughes (2000),9,multiProbe,1,4,A,5,20,singleType
Maccini & Hughes (2000),9,multiProbe,1,4,A,9,36,singleType
Maccini & Hughes (2000),9,multiProbe,1,4,A,12,21,singleType
Maccini & Hughes (2000),9,multiProbe,1,4,B,15,82,singleType
Maccini & Hughes (2000),9,multiProbe,1,4,B,22,100,singleType
Maccini & Hughes (2000),9,multiProbe,1,4,B,26,99,singleType
Maccini & Hughes (2000),9,multiProbe,1,4,B,34,99,singleType
Maccini & Hughes (2000),9,multiProbe,1,4,B,37,98,singleType
Maccini & Hughes (2000),9,multiProbe,1,4,B,46,98,singleType
Maccini & Hughes (2000),9,multiProbe,1,4,B,53,47,generalization
Maccini & Hughes (2000),9,multiProbe,1,4,B,61,21,generalization
Maccini & Hughes (2000),9,multiProbe,1,5,A,1,51,singleType
Maccini & Hughes (2000),9,multiProbe,1,5,A,4,4,singleType
Maccini & Hughes (2000),9,multiProbe,1,5,A,7,4,singleType
Maccini & Hughes (2000),9,multiProbe,1,5,A,10,3,singleType
Maccini & Hughes (2000),9,multiProbe,1,5,A,14,3,singleType
Maccini & Hughes (2000),9,multiProbe,1,5,B,42,91,singleType
Maccini & Hughes (2000),9,multiProbe,1,5,B,53,82,singleType
Maccini & Hughes (2000),9,multiProbe,1,5,B,57,100,singleType
Maccini & Hughes (2000),9,multiProbe,1,5,B,64,100,singleType
Maccini & Hughes (2000),9,multiProbe,1,5,B,68,91,singleType
Maccini & Hughes (2000),9,multiProbe,1,5,B,75,100,singleType
Maccini & Hughes (2000),9,multiProbe,1,5,B,81,70,generalization
Maccini & Hughes (2000),9,multiProbe,1,5,B,88,50,generalization
Maccini & Hughes (2000),9,multiProbe,1,6,A,1,29,singleType
Maccini & Hughes (2000),9,multiProbe,1,6,A,4,49,singleType
Maccini & Hughes (2000),9,multiProbe,1,6,A,7,56,singleType
Maccini & Hughes (2000),9,multiProbe,1,6,A,13,57,singleType
Maccini & Hughes (2000),9,multiProbe,1,6,A,19,57,singleType
Maccini & Hughes (2000),9,multiProbe,1,6,B,87,92,singleType
Maccini & Hughes (2000),9,multiProbe,1,6,B,98,99,singleType
Maccini & Hughes (2000),9,multiProbe,1,6,B,103,83,singleType
Maccini & Hughes (2000),9,multiProbe,1,6,B,109,88,singleType
Maccini & Hughes (2000),9,multiProbe,1,6,B,112,100,singleType
Maccini & Hughes (2000),9,multiProbe,1,6,B,119,100,singleType
Maccini & Hughes (2000),9,multiProbe,1,6,B,124,82,generalization
Maccini & Hughes (2000),9,multiProbe,1,6,B,129,95,generalization
Maccini & Hughes (2000),9,multiProbe,2,1,A,1,31,singleType
Maccini & Hughes (2000),9,multiProbe,2,1,A,4,54,singleType
Maccini & Hughes (2000),9,multiProbe,2,1,A,7,56,singleType
Maccini & Hughes (2000),9,multiProbe,2,1,A,11,57,singleType
Maccini & Hughes (2000),9,multiProbe,2,1,B,15,96,singleType
Maccini & Hughes (2000),9,multiProbe,2,1,B,23,97,singleType
Maccini & Hughes (2000),9,multiProbe,2,1,B,26,97,singleType
Maccini & Hughes (2000),9,multiProbe,2,1,B,33,96,singleType
Maccini & Hughes (2000),9,multiProbe,2,1,B,38,95,singleType
Maccini & Hughes (2000),9,multiProbe,2,1,B,46,87,singleType
Maccini & Hughes (2000),9,multiProbe,2,1,B,54,89,generalization
Maccini & Hughes (2000),9,multiProbe,2,1,B,62,56,generalization
Maccini & Hughes (2000),9,multiProbe,2,2,A,1,65,singleType
Maccini & Hughes (2000),9,multiProbe,2,2,A,4,66,singleType
Maccini & Hughes (2000),9,multiProbe,2,2,A,7,35,singleType
Maccini & Hughes (2000),9,multiProbe,2,2,A,9,100,singleType
Maccini & Hughes (2000),9,multiProbe,2,2,A,14,58,singleType
Maccini & Hughes (2000),9,multiProbe,2,2,B,40,87,singleType
Maccini & Hughes (2000),9,multiProbe,2,2,B,53,97,singleType
Maccini & Hughes (2000),9,multiProbe,2,2,B,57,93,singleType
Maccini & Hughes (2000),9,multiProbe,2,2,B,64,98,singleType
Maccini & Hughes (2000),9,multiProbe,2,2,B,67,86,singleType
Maccini & Hughes (2000),9,multiProbe,2,2,B,73,99,singleType
Maccini & Hughes (2000),9,multiProbe,2,2,B,80,70,generalization
Maccini & Hughes (2000),9,multiProbe,2,2,B,87,49,generalization
Maccini & Hughes (2000),9,multiProbe,2,3,A,1,24,singleType
Maccini & Hughes (2000),9,multiProbe,2,3,A,4,25,singleType
Maccini & Hughes (2000),9,multiProbe,2,3,A,8,50,singleType
